43,116
50,3
29,2464
38,1276
14,29
42,181
40,664
25,434
46,7
36,317
68,1
28,1898
6,3
53,1
66,2
22,843
37,360
48,7
30,12825
59,2
21,326
7,3
15,2
41,379
17,4
12,6
65,1
23,506
47,7
11,3
52,2
57,1
49,2
27,808
33,292
67,1
19,30
26,695
4,1
51,6
10,5
32,861
13,4
3,3
56,1
1,30
18,13
31,2463
44,57
2,1
20,119
24,334
34,170
16,3
45,14
39,1005
35,119
